"family_id","hbx_id","reactivated_tax_household_id","tax_household_starting_on","tax_household_ending_on_before_update","tax_household_ending_on_after_update","updated_at"
"5a4ad7bb0418c50446008abb","5cdc2eb587394a088ead440f8451ebcf","5a4ad7bb0418c50446008abf","01/01/2018","","","01/02/2018 00:52"
