e_case_id,hbx_id,irs_group_id
2200936,173758,1000000000003390
2177224,167217,1000000000003391
2200944,169606,1000000000003392
2200972,10000400,1000000000003394
2201020,169621,1000000000003395
2201025,169592,1000000000003396
2201040,169611,1000000000003398
2201051,173816,1000000000003399
2201059,169616,1000000000003400
2177238,167205,1000000000003401
2201077,171512,1000000000003402
2201140,169587,1000000000003403
2201201,169586,1000000000003404
2201209,169602,1000000000003405
2201257,169605,1000000000003406
2201274,170430,1000000000003407
2201287,169591,1000000000003408
2201323,169612,1000000000003409
2201336,18828327,1000000000003411
2201353,169634,1000000000003412
2201387,169620,1000000000003413
2201453,169663,1000000000003415
2201518,169660,1000000000003416
2201523,169643,1000000000003417
2177303,167201,1000000000003418
2201533,169664,1000000000003419
2201563,169644,1000000000003420
2177315,167204,1000000000003421
2201628,169629,1000000000003422
2201643,169630,1000000000003423
2201694,169712,1000000000003424
2201699,169662,1000000000003425
2201804,169672,1000000000003426
2201837,169679,1000000000003430
2201957,18773206,1000000000003433
2201986,169702,1000000000003434
2201989,169701,1000000000003435
2202009,169707,1000000000003436
2202026,170110,1000000000003437
2202035,169709,1000000000003438
2202058,169714,1000000000003439
2202143,162874,1000000000003440
2177365,18770835,1000000000003441
2202161,169646,1000000000003442
2202185,169694,1000000000003443
2202256,157482,1000000000003446
2202264,169706,1000000000003447
2202306,155441,1000000000003448
2202335,168178,1000000000003449
2174855,167016,1000000000003450
2177384,167235,1000000000003451
2202392,169722,1000000000003452
2202494,169756,1000000000003453
2202541,154626,1000000000003454
2202627,169725,1000000000003457
2177404,170037,1000000000003458
2202690,169757,1000000000003459
2202691,169741,1000000000003460
2177409,173261,1000000000003462
2202790,169761,1000000000003463
2177419,167453,1000000000003464
2202855,169770,1000000000003465
2202947,169783,1000000000003468
2202971,169789,1000000000003469
2202979,170052,1000000000003470
2202983,169683,1000000000003471
2203048,169802,1000000000003473
2203055,169803,1000000000003474
2203068,169804,1000000000003475
2177444,167223,1000000000003476
2203084,169882,1000000000003477
2203130,169825,1000000000003478
2174867,175255,1000000000003479
2203160,168251,1000000000003480
2203168,DC079,1000000000003481
2203180,169849,1000000000003482
2203188,169780,1000000000003483
2203215,169788,1000000000003486
2203287,169856,1000000000003487
2203343,169690,1000000000003490
2203363,169826,1000000000003491
2203381,169828,1000000000003492
2203408,169997,1000000000003493
2203472,170309,1000000000003494
2203507,169845,1000000000003496
2203520,169848,1000000000003497
2203586,169894,1000000000003498
2177517,167270,1000000000003499
2203700,169839,1000000000003501
2203713,170200,1000000000003502
2203760,169847,1000000000003503
2203799,169990,1000000000003504
2203892,169875,1000000000003506
2203914,169878,1000000000003507
2204008,171044,1000000000003508
2204013,169887,1000000000003509
2204039,169872,1000000000003510
2204065,171072,1000000000003512
2204110,169893,1000000000003513
2204118,169917,1000000000003514
2204318,169890,1000000000003516
2204339,169915,1000000000003517
2204344,169916,1000000000003518
2204377,169925,1000000000003519
2204497,169929,1000000000003520
2204516,169900,1000000000003521
2204565,169939,1000000000003522
2204591,169945,1000000000003523
2204598,169905,1000000000003524
2204603,171987,1000000000003525
2204613,169946,1000000000003526
2204628,169910,1000000000003527
2204643,169947,1000000000003528
2204678,1949692,1000000000003530
2204716,169937,1000000000003531
2204721,DC085,1000000000003532
2174887,167022,1000000000003533
2204758,169943,1000000000003534
2204765,169944,1000000000003535
2204808,169908,1000000000003537
2204840,169959,1000000000003538
2204857,169964,1000000000003539
2204864,169952,1000000000003540
2204876,170151,1000000000003541
2204885,169975,1000000000003542
2204897,169977,1000000000003544
2204915,169967,1000000000003545
2204921,169984,1000000000003546
2204982,169983,1000000000003550
2205003,10000126,1000000000003551
2205012,169970,1000000000003552
2205025,169993,1000000000003553
2205052,172475,1000000000003554
2205166,170032,1000000000003556
2205187,169968,1000000000003557
2205200,171654,1000000000003558
2205205,169985,1000000000003559
2205216,169986,1000000000003560
2205237,169969,1000000000003562
2205244,18764742,1000000000003563
2205254,169995,1000000000003564
2205399,170034,1000000000003566
2205468,170009,1000000000003567
2205596,170046,1000000000003568
2205629,170065,1000000000003569
2205636,170075,1000000000003570
2177697,100030022,1000000000003571
2205646,170050,1000000000003572
2205658,170070,1000000000003573
2205686,170051,1000000000003574
2205722,170040,1000000000003575
2205730,170064,1000000000003576
2205738,176989,1000000000003577
2205770,170043,1000000000003578
2205783,170013,1000000000003579
2205833,170054,1000000000003582
2205859,18764806,1000000000003584
2205866,170066,1000000000003585
2205914,170074,1000000000003587
2205966,170076,1000000000003588
2205973,170779,1000000000003589
2205988,170080,1000000000003590
2206011,170098,1000000000003591
2206069,170108,1000000000003592
2206103,170254,1000000000003593
2206135,170088,1000000000003594
2206140,170348,1000000000003595
2206157,10000255,1000000000003597
2206194,170134,1000000000003599
2206212,170235,1000000000003600
2206218,170467,1000000000003601
2206224,170095,1000000000003602
2206234,171682,1000000000003603
2206254,170099,1000000000003604
2206288,170104,1000000000003605
2206311,170252,1000000000003606
2206368,170083,1000000000003607
2206395,179408,1000000000003608
2206406,170112,1000000000003609
2177791,167253,1000000000003610
2206422,170114,1000000000003611
2206438,170090,1000000000003612
2206450,170091,1000000000003613
2206460,170093,1000000000003614
2206474,170123,1000000000003615
2206479,170124,1000000000003616
2206484,170135,1000000000003617
2206491,170126,1000000000003618
2206508,170136,1000000000003619
2177846,171020,1000000000003620
2177856,167486,1000000000003621
2177917,167266,1000000000003622
2174917,167030,1000000000003623
2177955,167269,1000000000003624
2177975,167271,1000000000003625
2177988,167272,1000000000003626
2174922,167031,1000000000003627
2178009,170202,1000000000003628
2178016,167282,1000000000003629
2178116,167427,1000000000003630
2178148,167224,1000000000003631
2178172,167285,1000000000003632
2178186,167225,1000000000003633
2178562,167288,1000000000003634
2178567,167387,1000000000003635
2174938,167080,1000000000003637
2178591,167300,1000000000003638
2178601,167301,1000000000003639
2178611,167303,1000000000003640
2178616,167304,1000000000003641
2178622,167306,1000000000003642
2178643,167310,1000000000003643
2178650,167314,1000000000003644
2178679,167317,1000000000003645
2178731,169349,1000000000003647
2174959,167043,1000000000003649
2178885,167344,1000000000003651
2178890,170508,1000000000003652
2178895,169046,1000000000003653
2178901,169567,1000000000003654
2174969,167047,1000000000003655
2178978,167703,1000000000003656
2179089,168451,1000000000003657
2179094,167343,1000000000003658
2179100,18763984,1000000000003659
2179165,167342,1000000000003660
2179227,170036,1000000000003661
2179267,167356,1000000000003662
2179279,167541,1000000000003664
2179286,167360,1000000000003665
2179291,167361,1000000000003666
2179338,167227,1000000000003667
2179391,167347,1000000000003668
2179417,167404,1000000000003669
2179426,167354,1000000000003670
2179435,167524,1000000000003671
2179455,172378,1000000000003672
2179581,167376,1000000000003673
2179588,167366,1000000000003674
2179667,167373,1000000000003675
2175033,167000,1000000000003676
2179693,167374,1000000000003677
2179814,167381,1000000000003678
2179994,167391,1000000000003679
2180059,167398,1000000000003681
2180129,179320,1000000000003682
2180168,167389,1000000000003683
2175067,167008,1000000000003684
2180235,11020194,1000000000003685
2180246,167401,1000000000003686
2175072,167009,1000000000003687
2180323,167433,1000000000003688
2180340,167458,1000000000003690
2180466,167407,1000000000003691
2175077,167010,1000000000003692
2180500,18763915,1000000000003693
2180552,167418,1000000000003694
2180576,167420,1000000000003695
2180590,167424,1000000000003696
2180627,167434,1000000000003697
2180639,169957,1000000000003698
2181096,18775010,1000000000003700
2181118,167442,1000000000003701
2181169,167473,1000000000003702
2181191,167450,1000000000003703
2181243,167472,1000000000003704
2181251,167481,1000000000003705
2175118,167139,1000000000003706
2181285,167478,1000000000003707
2181295,167479,1000000000003708
2181326,167448,1000000000003709
2175123,167017,1000000000003710
2181336,167496,1000000000003711
2174686,168044,1000000000003712
2181431,167502,1000000000003713
2181457,167471,1000000000003714
2181492,10000006,1000000000003716
2175137,169558,1000000000003717
2181546,167493,1000000000003718
2181595,167497,1000000000003719
2181601,167657,1000000000003720
2181608,18769196,1000000000003721
2181612,167489,1000000000003722
2181625,170418,1000000000003724
2181639,167491,1000000000003725
2181644,167492,1000000000003726
2181672,167514,1000000000003727
2181678,167515,1000000000003728
2181747,167506,1000000000003729
2181757,167525,1000000000003730
2181779,167507,1000000000003731
2181838,167537,1000000000003732
2181879,167535,1000000000003734
2181942,167500,1000000000003735
2182003,167511,1000000000003736
2182056,167540,1000000000003737
2182112,167911,1000000000003738
2182198,167557,1000000000003739
2182245,167543,1000000000003741
2182250,167578,1000000000003742
2182273,10001035,1000000000003743
2174691,18764433,1000000000003744
2182405,167706,1000000000003745
2182508,167545,1000000000003746
2182538,167552,1000000000003747
2182549,167577,1000000000003748
2182699,167581,1000000000003749
2182756,167588,1000000000003750
2182765,171157,1000000000003751
2175212,174883,1000000000003752
2182850,167589,1000000000003753
2182857,167592,1000000000003754
2182880,167573,1000000000003755
2175217,167048,1000000000003756
2182909,167594,1000000000003757
2182981,167617,1000000000003760
2183018,167668,1000000000003761
2183179,18770372,1000000000003762
2183191,167598,1000000000003764
2183208,167733,1000000000003765
2183237,169435,1000000000003766
2183260,167604,1000000000003767
2183302,167609,1000000000003768
2183313,167610,1000000000003769
2175242,167050,1000000000003770
2183330,167630,1000000000003771
2183342,167636,1000000000003772
2183361,167622,1000000000003773
2183393,167628,1000000000003774
2183398,167642,1000000000003775
2183426,172105,1000000000003776
2183440,167621,1000000000003777
2183456,167599,1000000000003778
2183508,167606,1000000000003779
2183542,167611,1000000000003780
2174696,177239,1000000000003781
2175261,167051,1000000000003782
2183583,167644,1000000000003783
2183673,167631,1000000000003786
2183678,167652,1000000000003787
2183755,167684,1000000000003789
2183795,167690,1000000000003790
2183879,167700,1000000000003792
2183919,167670,1000000000003794
2183924,167704,1000000000003795
2183984,167677,1000000000003796
2184087,167667,1000000000003797
2184147,168070,1000000000003799
2184152,167714,1000000000003800
2184172,167718,1000000000003801
2184187,233893,1000000000003802
2184199,169164,1000000000003803
2184210,167719,1000000000003804
2184296,167730,1000000000003806
2184363,167761,1000000000003808
2184398,167747,1000000000003809
2184404,167770,1000000000003810
2184409,167772,1000000000003811
2207077,170229,1000000000003813
2277197,176139,1000000000003814
2277218,176142,1000000000003816
2277222,18774756,1000000000003817
2277232,176144,1000000000003818
2277284,176154,1000000000003821
2277295,176089,1000000000003822
2277315,176159,1000000000003823
2277326,176162,1000000000003824
2277336,176163,1000000000003825
2277344,176164,1000000000003826
2277345,165623,1000000000003827
2277361,176179,1000000000003828
2277388,176128,1000000000003829
2214110,170854,1000000000003830
2277459,176141,1000000000003833
2277490,18770264,1000000000003834
2277502,10000899,1000000000003835
2277507,176150,1000000000003836
2277544,176156,1000000000003838
2214122,170855,1000000000003839
2277549,176157,1000000000003840
2277599,176161,1000000000003841
2277601,176160,1000000000003842
2277629,176170,1000000000003843
2277645,176180,1000000000003844
2277651,176184,1000000000003845
2214133,170858,1000000000003846
2277703,176185,1000000000003847
2277750,176193,1000000000003848
2277755,176210,1000000000003849
2277769,176197,1000000000003851
2277811,176202,1000000000003852
2277817,176208,1000000000003853
2214154,170824,1000000000003855
2277844,176205,1000000000003856
2277857,176217,1000000000003857
2277870,176214,1000000000003858
2277879,176211,1000000000003859
2277890,176181,1000000000003860
2277903,176191,1000000000003861
2277908,176186,1000000000003862
2214168,170764,1000000000003864
2278014,10001615,1000000000003865
2278019,11020432,1000000000003866
2278037,176204,1000000000003867
2278074,176324,1000000000003868
2278099,176213,1000000000003869
2278108,176216,1000000000003870
2278136,176219,1000000000003871
2278140,176242,1000000000003872
2278156,176221,1000000000003873
2278195,176218,1000000000003874
2278235,176235,1000000000003875
2278241,176245,1000000000003876
2214198,170832,1000000000003877
2278304,176255,1000000000003878
2214203,170834,1000000000003879
2278333,18768439,1000000000003880
2278366,176260,1000000000003882
2214217,170833,1000000000003883
2278419,176224,1000000000003884
2278433,176227,1000000000003885
2278434,176225,1000000000003887
2278445,176229,1000000000003888
2278460,176236,1000000000003889
2278462,176231,1000000000003890
2278463,18771845,1000000000003891
2278476,176234,1000000000003892
2278496,176240,1000000000003894
2278501,176241,1000000000003895
2278506,240151,1000000000003896
2278517,176251,1000000000003897
2214232,170836,1000000000003899
2278604,176258,1000000000003902
2278612,176259,1000000000003903
2278627,18773019,1000000000003905
2214276,170767,1000000000003909
2278780,176296,1000000000003910
2278788,176329,1000000000003911
2278795,180553,1000000000003912
2214289,170843,1000000000003913
2278822,176308,1000000000003914
2278833,176306,1000000000003916
2278866,18769427,1000000000003917
2278900,176321,1000000000003919
2278911,176323,1000000000003920
2278922,176268,1000000000003921
2278977,176277,1000000000003922
2278982,176274,1000000000003923
2279011,176291,1000000000003925
2279023,176283,1000000000003927
2279036,18760819,1000000000003928
2279038,176747,1000000000003929
2207097,170256,1000000000003930
2279050,176289,1000000000003931
2279072,176290,1000000000003932
2279073,180195,1000000000003933
2279116,176297,1000000000003935
2279124,176298,1000000000003936
2279140,176302,1000000000003937
2279145,18761273,1000000000003938
2279156,176317,1000000000003939
2214342,171542,1000000000003940
2279173,176305,1000000000003941
2279177,176316,1000000000003942
2279201,176310,1000000000003943
2279212,176307,1000000000003944
2214347,170851,1000000000003945
2279238,176312,1000000000003946
2279244,176318,1000000000003947
2279250,176311,1000000000003949
2279274,176319,1000000000003950
2279319,176326,1000000000003952
2279351,176048,1000000000003953
2279356,176332,1000000000003954
2279368,176333,1000000000003955
2279385,176334,1000000000003956
2214362,170853,1000000000003957
2279456,176328,1000000000003958
2279460,176331,1000000000003959
2279472,176327,1000000000003960
2279479,176325,1000000000003961
2214368,170856,1000000000003962
2279490,176047,1000000000003963
2279505,176049,1000000000003964
2279527,176050,1000000000003965
2279530,176052,1000000000003966
2279542,18771542,1000000000003967
2214373,170859,1000000000003968
2279555,176339,1000000000003969
2279569,11020295,1000000000003970
2279590,176350,1000000000003971
2279606,176353,1000000000003972
2279634,176376,1000000000003973
2279692,176340,1000000000003976
2279715,176346,1000000000003977
2279749,176352,1000000000003978
2279807,176380,1000000000003980
2279808,176379,1000000000003981
2279819,176385,1000000000003982
2279839,176392,1000000000003983
2279850,176388,1000000000003984
2279861,176397,1000000000003985
2214405,170862,1000000000003986
2279874,176409,1000000000003987
2279892,176395,1000000000003988
2214410,170863,1000000000003989
2279961,176389,1000000000003990
2214424,170864,1000000000003991
2279988,18774777,1000000000003992
2280019,177380,1000000000003993
2280043,176403,1000000000003995
2280069,176408,1000000000003997
2280074,177821,1000000000003998
2280155,181842,1000000000004000
2280171,176439,1000000000004001
2280196,176410,1000000000004002
2280197,18761104,1000000000004004
2280214,176415,1000000000004005
2280221,176419,1000000000004006
2280222,176417,1000000000004007
2280241,176416,1000000000004008
2280269,178581,1000000000004009
2280321,176432,1000000000004010
2207114,170261,1000000000004011
2214455,170868,1000000000004012
2280359,176435,1000000000004014
2280370,176436,1000000000004015
2280394,176451,1000000000004016
2280450,176445,1000000000004017
2280487,176459,1000000000004018
2214475,170871,1000000000004019
2280504,176447,1000000000004020
2280547,176454,1000000000004021
2280586,176461,1000000000004023
2280609,176462,1000000000004024
2280660,176468,1000000000004025
2280692,177281,1000000000004026
2280734,176446,1000000000004027
2280763,176449,1000000000004028
2214512,170878,1000000000004029
2280824,168446,1000000000004030
2280903,18772793,1000000000004032
2280965,176475,1000000000004033
2207119,170262,1000000000004034
2214522,155164,1000000000004035
2214532,170884,1000000000004036
2214547,170888,1000000000004037
2214565,170897,1000000000004038
2214598,170914,1000000000004040
2214623,170909,1000000000004041
2214640,170934,1000000000004042
2214676,170865,1000000000004044
2214686,170870,1000000000004045
2214691,170873,1000000000004046
2214702,170875,1000000000004047
2207146,170268,1000000000004049
2214723,170879,1000000000004050
2214769,170883,1000000000004053
2214807,170896,1000000000004054
2214837,170901,1000000000004055
2214845,164679,1000000000004056
2214855,170905,1000000000004057
2207162,18774740,1000000000004058
2214872,18764888,1000000000004059
2214892,172405,1000000000004060
2214898,170906,1000000000004061
2214907,170915,1000000000004062
2214917,18774781,1000000000004063
2214950,170943,1000000000004065
2214955,171094,1000000000004066
2214961,170945,1000000000004067
2214966,170947,1000000000004068
2215181,170938,1000000000004069
2215188,170939,1000000000004070
2215200,170941,1000000000004072
2207181,170278,1000000000004073
2215205,170944,1000000000004074
2215211,170948,1000000000004075
2215216,172838,1000000000004076
2215226,170946,1000000000004077
2215451,170950,1000000000004078
2215484,170954,1000000000004080
2215489,170955,1000000000004081
2215518,170956,1000000000004082
2215524,170959,1000000000004083
2215550,170963,1000000000004084
2215628,170972,1000000000004086
2207201,170244,1000000000004087
2215654,170979,1000000000004088
2215663,18828528,1000000000004089
2215748,170952,1000000000004090
2207212,170276,1000000000004092
2215931,170970,1000000000004093
2215946,170974,1000000000004094
2215954,170975,1000000000004095
2216045,170983,1000000000004099
2207245,170204,1000000000004100
2216097,170992,1000000000004101
2216107,10003638,1000000000004102
2216123,170994,1000000000004103
2216128,170995,1000000000004104
2216135,170997,1000000000004105
2207250,170186,1000000000004106
2216192,170981,1000000000004109
2216225,170984,1000000000004110
2216256,170990,1000000000004111
2207265,170207,1000000000004112
2216298,171000,1000000000004113
2216315,156569,1000000000004115
2216379,171011,1000000000004116
2216450,171007,1000000000004118
2216452,171006,1000000000004119
2216468,171009,1000000000004120
2207310,170228,1000000000004122
2216537,171016,1000000000004123
2216544,168046,1000000000004124
2216588,171018,1000000000004125
2216613,171024,1000000000004127
2216640,171032,1000000000004129
2216646,171036,1000000000004130
2207320,170230,1000000000004131
2216709,171017,1000000000004132
2216714,171042,1000000000004133
2216743,171022,1000000000004135
2216787,171034,1000000000004136
2216807,171037,1000000000004137
2216889,171048,1000000000004138
2216904,171119,1000000000004139
2216916,177475,1000000000004140
2216939,171055,1000000000004141
2217027,171074,1000000000004142
2207365,170238,1000000000004143
2217139,171075,1000000000004144
2217163,174972,1000000000004145
2217174,171082,1000000000004146
2217202,177734,1000000000004147
2217215,171095,1000000000004148
2207392,170270,1000000000004150
2217242,171066,1000000000004151
2217261,171067,1000000000004152
2217339,171077,1000000000004156
2217363,171081,1000000000004157
2217383,171084,1000000000004158
2217430,171088,1000000000004159
2217446,171096,1000000000004160
2217476,171085,1000000000004161
2217489,171089,1000000000004163
2217494,171087,1000000000004164
2217524,171097,1000000000004166
2217549,171104,1000000000004168
2217578,171149,1000000000004169
2217596,18772659,1000000000004171
2217601,171109,1000000000004172
2217680,171113,1000000000004173
2217688,171112,1000000000004174
2217721,171115,1000000000004175
2207437,170245,1000000000004176
2217780,171111,1000000000004177
2217787,177603,1000000000004178
2217861,171121,1000000000004179
2207445,170280,1000000000004180
2217879,171124,1000000000004181
2217914,177480,1000000000004182
2217928,171130,1000000000004183
2217976,171136,1000000000004185
2207465,170247,1000000000004186
2218044,171125,1000000000004187
2218068,171127,1000000000004188
2218108,171133,1000000000004189
2218153,171139,1000000000004191
2207475,170657,1000000000004193
2218176,171144,1000000000004194
2218191,171146,1000000000004195
2218218,171151,1000000000004197
2218223,171147,1000000000004198
2207480,18764914,1000000000004199
2218277,172581,1000000000004200
2218295,171199,1000000000004201
2218299,171143,1000000000004202
2218326,171145,1000000000004204
2218429,18771570,1000000000004205
2218435,171159,1000000000004206
2207506,170282,1000000000004207
2218465,171163,1000000000004208
2218482,171168,1000000000004209
2218509,171150,1000000000004210
2218535,171154,1000000000004212
2218565,171156,1000000000004214
2218589,171160,1000000000004215
2207518,170251,1000000000004216
2218608,171162,1000000000004217
2218622,171164,1000000000004218
2218675,171171,1000000000004220
2218696,171173,1000000000004221
2218718,171179,1000000000004222
2207534,170253,1000000000004223
2218725,171176,1000000000004224
2218733,171254,1000000000004225
2218743,171180,1000000000004227
2218752,171174,1000000000004228
2218772,171812,1000000000004230
2218834,171182,1000000000004232
2207554,170951,1000000000004233
2218972,171198,1000000000004235
2219043,171185,1000000000004237
2207574,170301,1000000000004238
2219086,171189,1000000000004239
2219102,171190,1000000000004240
2219176,171343,1000000000004241
2219181,169711,1000000000004242
2219200,171197,1000000000004243
2219215,171200,1000000000004244
2219222,171201,1000000000004245
2219228,171203,1000000000004246
2207585,170303,1000000000004247
2219285,171204,1000000000004248
2219310,171208,1000000000004249
2219320,235055,1000000000004250
2219325,171209,1000000000004251
2207589,170302,1000000000004252
2207597,170288,1000000000004254
2219390,175735,1000000000004255
2219430,171223,1000000000004256
2207602,170307,1000000000004258
2219466,171231,1000000000004259
2219489,171234,1000000000004260
2219499,171240,1000000000004261
2219550,176109,1000000000004262
2219569,171215,1000000000004263
2219612,142071,1000000000004264
2219617,171218,1000000000004265
2219627,171219,1000000000004266
2219656,171224,1000000000004267
2219657,171248,1000000000004268
2219675,171228,1000000000004270
2219685,171537,1000000000004271
2219705,175246,1000000000004274
2219710,171233,1000000000004275
2219720,171236,1000000000004276
2219725,171238,1000000000004277
2207633,170314,1000000000004278
2219741,169700,1000000000004279
2219760,171249,1000000000004280
2207638,170313,1000000000004281
2219796,171245,1000000000004283
2219818,171250,1000000000004286
2219824,171252,1000000000004287
2219840,171255,1000000000004288
2207645,170334,1000000000004289
2219845,171256,1000000000004290
2219860,171257,1000000000004291
2220029,171284,1000000000004294
2220069,171258,1000000000004296
2220083,171259,1000000000004297
2220089,171263,1000000000004298
2220094,171261,1000000000004299
2220099,171264,1000000000004300
2220110,171267,1000000000004301
2220136,171271,1000000000004302
2220153,171274,1000000000004304
2220192,171283,1000000000004305
2220221,170311,1000000000004306
2207688,170340,1000000000004307
2220257,171294,1000000000004308
2207695,170346,1000000000004310
2220304,171285,1000000000004311
2220313,171286,1000000000004312
2220345,171291,1000000000004314
2220358,171292,1000000000004315
2220398,10000602,1000000000004316
2220415,171297,1000000000004317
2220425,171299,1000000000004319
2220466,171307,1000000000004320
2207716,170349,1000000000004321
2220551,171305,1000000000004323
2220561,138430,1000000000004324
2220595,171310,1000000000004325
2207736,,1000000000004326
2220640,171313,1000000000004327
2220656,173521,1000000000004328
2220666,171315,1000000000004329
2220683,171317,1000000000004330
2220698,171319,1000000000004332
2220716,171321,1000000000004333
2220748,171324,1000000000004334
2220775,171327,1000000000004336
2220864,171323,1000000000004340
2220869,171325,1000000000004341
2220899,171329,1000000000004343
2220909,171331,1000000000004344
2207776,170297,1000000000004345
2220937,171333,1000000000004346
2220944,117227,1000000000004347
2220949,171334,1000000000004348
2221114,171341,1000000000004351
2221129,171340,1000000000004352
2221153,171344,1000000000004353
2221165,171345,1000000000004354
2221181,171346,1000000000004355
2221191,169516,1000000000004356
2221213,171357,1000000000004357
2149163,163108,1000000000004358
2221270,171362,1000000000004360
2221275,171363,1000000000004361
2207822,170289,1000000000004362
2221302,171364,1000000000004363
2221374,171356,1000000000004365
2221413,157743,1000000000004366
2221419,177125,1000000000004367
2221458,171366,1000000000004368
2221463,171368,1000000000004369
2221493,171370,1000000000004370
2221541,171380,1000000000004371
2221572,171367,1000000000004372
2221612,18762877,1000000000004373
2207848,170293,1000000000004374
2221619,171376,1000000000004375
2221657,171379,1000000000004376
2221673,171382,1000000000004377
2221684,171385,1000000000004378
2207853,18827143,1000000000004379
2221699,171389,1000000000004380
2221713,171393,1000000000004381
2221729,171553,1000000000004382
2221734,171396,1000000000004383
2221739,171397,1000000000004384
2221760,171402,1000000000004385
2207860,170310,1000000000004386
2221770,18770626,1000000000004387
2221774,171405,1000000000004388
2221787,171408,1000000000004389
2221792,171409,1000000000004390
2221854,171386,1000000000004392
2221890,172563,1000000000004393
2221896,171387,1000000000004394
2221906,171388,1000000000004395
2221914,171390,1000000000004396
2221944,171395,1000000000004398
2149455,168095,1000000000004400
2222005,171415,1000000000004402
2222026,169350,1000000000004403
2207880,170335,1000000000004405
2222052,173500,1000000000004406
2222086,171421,1000000000004407
2222091,171420,1000000000004408
2222102,171425,1000000000004409
2222119,153941,1000000000004410
2222139,171428,1000000000004411
2222161,171430,1000000000004412
2222166,173048,1000000000004413
2222171,171433,1000000000004415
2222204,171436,1000000000004416
2222219,18773156,1000000000004417
2222337,171432,1000000000004419
2222353,166648,1000000000004420
2222363,171438,1000000000004421
2222397,171439,1000000000004422
2222413,161345,1000000000004423
2222418,171444,1000000000004424
2222448,171488,1000000000004425
2207938,170345,1000000000004426
2222480,171448,1000000000004427
2222495,178187,1000000000004428
2222512,171453,1000000000004429
2222517,171454,1000000000004430
2222571,171468,1000000000004431
2207953,170320,1000000000004432
2222695,171471,1000000000004436
2222721,171474,1000000000004437
2222735,171481,1000000000004438
2222763,171484,1000000000004440
2207963,174688,1000000000004441
2222784,171552,1000000000004442
2222792,171486,1000000000004443
2222824,171490,1000000000004444
2207968,171410,1000000000004445
2222858,171485,1000000000004446
2222864,156824,1000000000004447
2222869,171469,1000000000004448
2222936,171472,1000000000004449
2207973,170350,1000000000004450
2222947,171477,1000000000004451
2222956,171822,1000000000004452
2222980,171479,1000000000004453
2222985,171480,1000000000004454
2207980,170354,1000000000004455
2223073,171491,1000000000004456
2223083,171495,1000000000004457
2223094,171496,1000000000004458
2223104,171493,1000000000004459
2223120,171565,1000000000004460
2223166,171502,1000000000004462
2223173,171501,1000000000004463
2223186,172648,1000000000004464
2223213,18825549,1000000000004466
2223222,171514,1000000000004467
2223241,171517,1000000000004468
2208023,170659,1000000000004469
2223273,171519,1000000000004470
2223294,171525,1000000000004472
2223308,171526,1000000000004473
2223332,167357,1000000000004474
2223347,161338,1000000000004475
2223365,169840,1000000000004476
2223376,171504,1000000000004477
2223381,171503,1000000000004478
2223422,173922,1000000000004479
2223437,171507,1000000000004480
2223502,171568,1000000000004481
2223534,171530,1000000000004482
2223593,171521,1000000000004483
2223714,171546,1000000000004485
2223755,171545,1000000000004487
2223760,171560,1000000000004488
2223776,171549,1000000000004489
2223791,171550,1000000000004490
2208067,170635,1000000000004491
2223858,171561,1000000000004492
2223864,171562,1000000000004493
2208074,170363,1000000000004494
2223942,18764514,1000000000004496
2223983,170316,1000000000004499
2224003,171555,1000000000004500
2224011,171598,1000000000004501
2224017,171556,1000000000004502
2224037,170317,1000000000004504
2224055,171564,1000000000004505
2208089,170327,1000000000004506
2224118,171575,1000000000004507
2224141,171563,1000000000004508
2224154,171567,1000000000004509
2224166,176812,1000000000004510
2224198,171576,1000000000004511
2224212,171578,1000000000004512
2224248,171588,1000000000004516
2224255,171591,1000000000004517
2224287,171600,1000000000004520
2224292,171602,1000000000004521
2208107,171138,1000000000004522
2224310,172037,1000000000004523
2224385,171582,1000000000004525
2224402,171583,1000000000004526
2224407,171589,1000000000004527
2224436,171595,1000000000004528
2224442,171322,1000000000004529
2224470,171605,1000000000004530
2224480,171606,1000000000004531
2224519,176135,1000000000004532
2224533,18760927,1000000000004533
2224556,171615,1000000000004534
2224565,18764848,1000000000004535
2224610,171622,1000000000004536
2224712,180423,1000000000004538
2224775,118342,1000000000004539
2224812,171643,1000000000004540
2224834,171657,1000000000004541
2224846,178405,1000000000004543
2224867,171669,1000000000004544
2224870,171661,1000000000004545
2224898,171626,1000000000004546
2208167,170372,1000000000004548
2224989,171651,1000000000004549
2225000,171635,1000000000004550
2225005,171637,1000000000004551
2225028,171639,1000000000004552
2225041,171642,1000000000004553
2225084,172453,1000000000004554
2225102,171658,1000000000004555
2225235,171678,1000000000004558
2225244,171683,1000000000004559
2225272,171689,1000000000004560
2208203,170330,1000000000004561
2225291,171698,1000000000004563
2225319,171704,1000000000004565
2225348,171707,1000000000004566
2225353,171708,1000000000004567
2225387,175178,1000000000004568
2225393,171721,1000000000004569
2225399,171717,1000000000004570
2225411,172188,1000000000004571
2225439,171668,1000000000004572
2225464,171679,1000000000004574
2225487,171692,1000000000004575
2225534,130345,1000000000004578
2225577,171753,1000000000004580
2225634,171709,1000000000004581
2225658,171713,1000000000004582
2175266,167054,1000000000004583
2225683,171718,1000000000004584
2225698,171723,1000000000004585
2225719,171726,1000000000004586
2225757,171919,1000000000004588
2225775,171732,1000000000004589
2225786,171734,1000000000004590
