e_case_id,hbx_id,irs_group_id
2124230,147248,1000000000000500
2112832,156292,1000000000000501
2124291,148762,1000000000000502
2124300,158435,1000000000000503
2124314,148853,1000000000000504
2124380,169699,1000000000000506
2111858,156119,1000000000000507
2124397,158459,1000000000000508
2124463,18773824,1000000000000510
2112858,156301,1000000000000511
2124501,168664,1000000000000512
2124531,158489,1000000000000513
2112864,156302,1000000000000514
2124557,158430,1000000000000515
2124613,158440,1000000000000518
2124622,158456,1000000000000519
2124640,2897628,1000000000000520
2112880,156312,1000000000000522
2124687,157633,1000000000000523
2124699,161562,1000000000000524
2124771,167605,1000000000000525
2124782,158487,1000000000000526
2124802,134018,1000000000000528
2124807,158730,1000000000000529
2124826,2029151,1000000000000530
2112891,156334,1000000000000531
2124892,18828605,1000000000000532
2112910,156340,1000000000000533
2124918,18764231,1000000000000534
2124928,158519,1000000000000535
2124948,163351,1000000000000536
2124953,158523,1000000000000537
2112915,156341,1000000000000538
2125000,158504,1000000000000539
2125019,166260,1000000000000541
2112927,178173,1000000000000542
2125044,158554,1000000000000543
2125065,154312,1000000000000544
2112930,156349,1000000000000546
2125107,158468,1000000000000548
2125121,158473,1000000000000549
2125122,155702,1000000000000550
2125143,158517,1000000000000551
2125151,158500,1000000000000552
2125192,155596,1000000000000553
2125198,165659,1000000000000555
2125205,168257,1000000000000556
2125213,133509,1000000000000557
2125219,168532,1000000000000558
2125220,154094,1000000000000559
2125237,162904,1000000000000561
2125238,18770130,1000000000000562
2112970,156371,1000000000000563
2125252,158555,1000000000000565
2125292,158569,1000000000000567
2112973,156360,1000000000000568
2125343,158783,1000000000000569
2125359,158576,1000000000000570
2125376,168108,1000000000000571
2125410,133135,1000000000000573
2125413,169341,1000000000000575
2125414,164099,1000000000000576
2125425,167958,1000000000000577
2125431,132476,1000000000000578
2112988,156368,1000000000000579
2125444,175831,1000000000000580
2125456,127145,1000000000000581
2125458,155435,1000000000000583
2125468,158604,1000000000000585
2125472,148577,1000000000000586
2125478,166575,1000000000000587
2125482,158652,1000000000000588
2125490,232051,1000000000000589
2125496,151844,1000000000000590
2125513,168104,1000000000000591
2113018,156375,1000000000000592
2125526,158610,1000000000000593
2125536,154046,1000000000000595
2125549,18770732,1000000000000597
2125561,135233,1000000000000598
2113026,156275,1000000000000599
2125562,119080,1000000000000600
2125588,158788,1000000000000601
2125591,158595,1000000000000602
2113029,174744,1000000000000604
2125621,149372,1000000000000605
2125633,117154,1000000000000606
2125649,154480,1000000000000608
2125657,149500,1000000000000609
2113037,156284,1000000000000610
2125674,162606,1000000000000612
2125692,167826,1000000000000613
2113052,160376,1000000000000614
2125741,156247,1000000000000616
2125763,11020336,1000000000000618
2125781,169579,1000000000000619
2113062,166759,1000000000000620
2125798,153651,1000000000000621
2125800,156707,1000000000000622
2125843,156140,1000000000000625
2113070,156253,1000000000000627
2125862,158624,1000000000000628
2125885,161365,1000000000000629
2125886,DC017,1000000000000630
2113077,156996,1000000000000631
2125889,158643,1000000000000632
2125900,169773,1000000000000633
2125929,168182,1000000000000636
2125939,158644,1000000000000637
2125949,158641,1000000000000638
2125954,168332,1000000000000639
2125996,118032,1000000000000640
2126000,588921,1000000000000641
2126001,118028,1000000000000642
2126004,167665,1000000000000643
2113096,156314,1000000000000644
2126053,158675,1000000000000647
2113103,156317,1000000000000648
2126079,158658,1000000000000649
2126102,158650,1000000000000650
2126189,158681,1000000000000651
2126200,164807,1000000000000653
2126211,158691,1000000000000654
2126230,DC028,1000000000000655
2126260,153739,1000000000000656
2126269,158701,1000000000000657
2113129,157329,1000000000000658
2126276,128821,1000000000000659
2126278,161075,1000000000000660
2126336,156873,1000000000000663
2113149,178066,1000000000000664
2126375,231336,1000000000000665
2126421,158698,1000000000000671
2126426,158821,1000000000000672
2126427,18825880,1000000000000673
2126431,168717,1000000000000675
2126436,130050,1000000000000676
2126440,18770629,1000000000000677
2126452,10001731,1000000000000680
2126453,129956,1000000000000681
2126459,18763908,1000000000000683
2126462,158878,1000000000000684
2126481,118462,1000000000000686
2126491,154961,1000000000000687
2126494,163464,1000000000000688
2126498,158707,1000000000000689
2126529,117903,1000000000000691
2126552,155444,1000000000000693
2113216,156378,1000000000000694
2126565,169168,1000000000000695
2126566,18771799,1000000000000696
2126570,158721,1000000000000697
2126608,133357,1000000000000699
2126617,158728,1000000000000700
2126647,154352,1000000000000702
2126648,130243,1000000000000703
2126752,158752,1000000000000705
2126756,158753,1000000000000706
2126759,158757,1000000000000707
2126816,158767,1000000000000708
2126857,169843,1000000000000709
2126864,158726,1000000000000710
2126865,155445,1000000000000711
2113242,156387,1000000000000712
2126884,169519,1000000000000713
2126897,122576,1000000000000714
2126905,158740,1000000000000715
2126912,158865,1000000000000716
2126920,161959,1000000000000717
2126944,167281,1000000000000718
2126977,3132920,1000000000000720
2126980,168481,1000000000000721
2126981,157904,1000000000000722
2126993,123444,1000000000000723
2127023,158774,1000000000000724
2127026,159044,1000000000000725
2127031,158780,1000000000000726
2113253,158939,1000000000000727
2127034,158781,1000000000000728
2113267,158794,1000000000000730
2127126,158070,1000000000000731
2127135,158790,1000000000000732
2127139,163085,1000000000000733
2113292,156389,1000000000000734
2127149,134080,1000000000000735
2127171,153411,1000000000000736
2127174,142184,1000000000000737
2113302,156395,1000000000000738
2127188,158586,1000000000000740
2127191,157514,1000000000000741
2127230,18826648,1000000000000743
2127233,156924,1000000000000744
2127248,2950785,1000000000000745
2127251,18774790,1000000000000746
2127279,158820,1000000000000747
2127297,152955,1000000000000748
2127353,158827,1000000000000750
2127360,121435,1000000000000751
2127400,121780,1000000000000752
2127450,158803,1000000000000753
2127457,153127,1000000000000754
2127478,158810,1000000000000756
2127479,153234,1000000000000757
2127500,153482,1000000000000758
2127515,153448,1000000000000759
2127518,153451,1000000000000760
2113355,156425,1000000000000761
2127534,159860,1000000000000762
2127538,166717,1000000000000763
2127557,153539,1000000000000764
2127561,153593,1000000000000765
2127591,167799,1000000000000766
2127614,158846,1000000000000767
2127617,158829,1000000000000768
2127620,158838,1000000000000769
2127623,158843,1000000000000770
2127633,158845,1000000000000771
2127648,160670,1000000000000772
2127651,158849,1000000000000773
2127654,158852,1000000000000774
2127657,158853,1000000000000775
2127667,232421,1000000000000776
2127688,158855,1000000000000777
2113382,156415,1000000000000779
2127704,156406,1000000000000780
2127722,162746,1000000000000782
2127728,154322,1000000000000783
2127735,158506,1000000000000784
2127761,158860,1000000000000785
2127773,166982,1000000000000786
2127799,DC064,1000000000000788
2127824,167138,1000000000000789
2127868,158869,1000000000000791
2113424,156428,1000000000000792
2127882,158662,1000000000000793
2127894,169596,1000000000000794
2127907,157772,1000000000000795
2127919,162334,1000000000000796
2113431,156430,1000000000000797
2127937,161278,1000000000000798
2127938,168444,1000000000000799
2127949,124753,1000000000000800
2127955,168718,1000000000000801
2127971,125135,1000000000000803
2127977,167641,1000000000000805
2127994,118939,1000000000000808
2127997,118753,1000000000000809
2128004,18764284,1000000000000810
2128007,118851,1000000000000811
2128010,157023,1000000000000812
2128012,138789,1000000000000813
2128013,836924,1000000000000814
2128020,125365,1000000000000815
2128039,162773,1000000000000817
2128094,158882,1000000000000819
2128100,158887,1000000000000821
2128103,158888,1000000000000822
2128146,158872,1000000000000823
2128153,168073,1000000000000824
2113470,156528,1000000000000825
2128170,158877,1000000000000826
2128244,3183182,1000000000000827
2113473,156456,1000000000000828
2128265,155551,1000000000000829
2128270,158670,1000000000000830
2113476,156469,1000000000000831
2113494,156471,1000000000000834
2128413,158894,1000000000000835
2128421,160369,1000000000000836
2128437,161868,1000000000000837
2128451,158669,1000000000000838
2128463,158899,1000000000000840
2128476,149661,1000000000000841
2128533,158915,1000000000000843
2128549,158927,1000000000000845
2128558,168997,1000000000000846
2128563,158920,1000000000000847
2113535,157766,1000000000000848
2128577,154223,1000000000000849
2128611,154305,1000000000000850
2128621,170404,1000000000000851
2128642,163449,1000000000000852
2128643,158930,1000000000000853
2128644,153801,1000000000000854
2128656,161067,1000000000000855
2128659,158929,1000000000000856
2128662,153805,1000000000000857
2128670,2957034,1000000000000858
2128689,159122,1000000000000859
2128694,158932,1000000000000860
2111893,156527,1000000000000861
2128740,159745,1000000000000862
2128774,3102304,1000000000000864
2128778,153777,1000000000000865
2128779,157148,1000000000000866
2128809,2963655,1000000000000868
2128829,158659,1000000000000869
2128839,158958,1000000000000870
2128845,158959,1000000000000871
2128865,170156,1000000000000872
2128908,170166,1000000000000874
2113577,156410,1000000000000875
2128949,18760887,1000000000000876
2129002,158960,1000000000000877
2129060,158962,1000000000000878
2129072,158948,1000000000000879
2129083,158949,1000000000000880
2129090,164078,1000000000000881
2129095,158967,1000000000000882
2113602,156429,1000000000000884
2129178,158944,1000000000000885
2113611,156408,1000000000000886
2129222,155614,1000000000000887
2113616,156414,1000000000000888
2129268,154450,1000000000000889
2129337,153865,1000000000000891
2129352,154477,1000000000000892
2129363,153854,1000000000000893
2129369,153762,1000000000000894
2129383,156822,1000000000000895
2129388,158977,1000000000000896
2113636,169150,1000000000000897
2129400,158006,1000000000000898
2113639,156864,1000000000000899
2129423,158975,1000000000000900
2129452,158996,1000000000000901
2129474,158995,1000000000000902
2129519,153649,1000000000000904
2129532,153656,1000000000000905
2129541,159005,1000000000000906
2113673,160291,1000000000000907
2113678,156967,1000000000000909
2129695,158970,1000000000000910
2111909,172177,1000000000000911
2129720,154010,1000000000000912
2129728,159853,1000000000000913
2129736,159002,1000000000000914
2113696,156441,1000000000000915
2129779,158601,1000000000000916
2129793,158978,1000000000000917
2129824,3157951,1000000000000920
2129830,18770846,1000000000000921
2113736,168503,1000000000000924
2129909,157927,1000000000000925
2129931,153424,1000000000000926
2113748,156458,1000000000000927
2130012,158993,1000000000000928
2130038,167077,1000000000000929
2113752,157042,1000000000000930
2130085,159039,1000000000000932
2130185,154014,1000000000000936
2130210,157006,1000000000000937
2130214,154015,1000000000000938
2130221,11020215,1000000000000939
2130232,156676,1000000000000941
2130268,158991,1000000000000942
2113810,157481,1000000000000943
2130338,156977,1000000000000945
2130345,159023,1000000000000946
2130352,154911,1000000000000947
2130389,154837,1000000000000948
2113823,166531,1000000000000949
2130395,161556,1000000000000950
2130447,170014,1000000000000951
2130451,3173612,1000000000000952
2130476,168352,1000000000000954
2130484,162279,1000000000000955
2130490,159033,1000000000000956
2130566,161300,1000000000000957
2130575,159066,1000000000000959
2113859,156496,1000000000000961
2130671,154968,1000000000000962
2130772,159056,1000000000000964
2130794,159061,1000000000000966
2130801,159064,1000000000000967
2130815,159070,1000000000000968
2130898,154724,1000000000000972
2113894,156501,1000000000000973
2130909,163779,1000000000000974
2130912,18764094,1000000000000975
2130925,3127936,1000000000000976
2130950,165426,1000000000000977
2130955,3172176,1000000000000978
2130966,154730,1000000000000979
2113902,156508,1000000000000980
2131020,167788,1000000000000981
2131061,154118,1000000000000984
2131083,DC031,1000000000000985
2131115,166029,1000000000000986
2111920,156142,1000000000000987
2131131,3168776,1000000000000989
2131145,154138,1000000000000990
2131161,154516,1000000000000992
2131169,172932,1000000000000993
2131178,159106,1000000000000994
2113929,156510,1000000000000997
2131219,155134,1000000000001000
2131236,169265,1000000000001001
2131283,159121,1000000000001002
2131300,167518,1000000000001003
2131331,DC034,1000000000001004
2131356,167313,1000000000001006
2131452,155027,1000000000001007
2113971,156532,1000000000001009
2131496,155265,1000000000001010
2131552,159134,1000000000001011
2131558,160015,1000000000001012
2131561,165778,1000000000001013
2111923,156200,1000000000001014
2113973,149663,1000000000001015
2131571,159138,1000000000001016
2131587,163564,1000000000001018
2113974,168344,1000000000001019
2131605,169098,1000000000001020
2113977,156535,1000000000001021
2131627,155241,1000000000001022
2131637,155339,1000000000001023
2131642,168473,1000000000001024
2131666,159147,1000000000001025
2131669,155509,1000000000001026
2131717,154951,1000000000001027
2113987,156706,1000000000001028
2131737,159109,1000000000001030
2131746,159150,1000000000001031
2131758,235903,1000000000001032
2131763,159130,1000000000001033
2113998,125964,1000000000001034
2131794,155151,1000000000001035
2131813,159113,1000000000001036
2131827,155480,1000000000001037
2131832,DC073,1000000000001038
2131838,159140,1000000000001039
2114004,156545,1000000000001040
2131878,168199,1000000000001041
2131928,159163,1000000000001043
2131934,159164,1000000000001044
2131990,159166,1000000000001046
2132052,159196,1000000000001047
2132147,163636,1000000000001050
2132166,18766440,1000000000001051
2132189,172891,1000000000001052
2114030,156546,1000000000001053
2132260,159182,1000000000001054
2132278,159203,1000000000001055
2132281,159190,1000000000001056
2132324,159224,1000000000001057
2132327,170165,1000000000001058
2132330,159208,1000000000001059
2132469,159333,1000000000001061
2132545,163197,1000000000001063
2132563,159320,1000000000001065
2114057,156490,1000000000001066
2132625,164384,1000000000001067
2132634,160647,1000000000001068
2132698,165649,1000000000001069
2132729,159904,1000000000001070
2132812,159389,1000000000001071
2114066,156489,1000000000001072
2132915,159422,1000000000001073
2111934,18770795,1000000000001074
2132971,155907,1000000000001075
2132994,161253,1000000000001076
2133034,159401,1000000000001078
2133063,166756,1000000000001079
2114086,156495,1000000000001081
2133214,158115,1000000000001082
2133233,125503,1000000000001083
2133308,154227,1000000000001085
2133422,154187,1000000000001086
2133434,166520,1000000000001087
2133567,18827507,1000000000001089
2133610,155909,1000000000001090
2114119,156503,1000000000001091
2133643,159552,1000000000001092
2133675,159556,1000000000001093
2133828,155796,1000000000001094
2133838,165285,1000000000001095
2133839,165768,1000000000001096
2133863,155988,1000000000001097
2114141,156516,1000000000001098
2133943,160943,1000000000001099
2133974,18767042,1000000000001100
2134041,169962,1000000000001102
2134059,161810,1000000000001103
2134081,163489,1000000000001104
2114151,150544,1000000000001106
2134220,162826,1000000000001107
2134247,122042,1000000000001108
2134295,159995,1000000000001109
2134482,158181,1000000000001110
2134561,160029,1000000000001112
2134592,155952,1000000000001113
2134751,159898,1000000000001115
2134790,159841,1000000000001116
2114182,18764346,1000000000001117
2134894,159926,1000000000001118
2134921,159938,1000000000001119
2134941,154727,1000000000001120
2134963,18772608,1000000000001121
2134978,159970,1000000000001122
2134998,155198,1000000000001123
2135017,154684,1000000000001124
2135027,167950,1000000000001125
2135065,155922,1000000000001126
2135083,159958,1000000000001127
2135098,160064,1000000000001128
2135133,160698,1000000000001129
2135139,156014,1000000000001130
2135175,160051,1000000000001131
2135178,162062,1000000000001132
2135292,168242,1000000000001133
2135338,141355,1000000000001134
2135345,160010,1000000000001135
2135348,141347,1000000000001136
2135357,160034,1000000000001137
2135368,160031,1000000000001138
2135384,162612,1000000000001139
2114230,156555,1000000000001140
2135413,160431,1000000000001141
2135560,160526,1000000000001142
2135573,160059,1000000000001143
2135585,160062,1000000000001144
2111949,3213095,1000000000001145
2114235,156557,1000000000001146
2135673,160116,1000000000001147
2135694,160124,1000000000001148
2135706,155502,1000000000001149
2135722,155482,1000000000001150
2135732,160173,1000000000001151
2135780,160216,1000000000001152
2135810,160030,1000000000001154
2135854,155973,1000000000001156
2114253,171369,1000000000001157
2135861,155970,1000000000001158
2135886,168890,1000000000001159
2135899,156300,1000000000001160
2135907,118135,1000000000001161
2135941,156352,1000000000001162
2135954,160109,1000000000001163
2135997,155950,1000000000001165
2136050,155972,1000000000001166
2136078,160224,1000000000001167
2136155,160263,1000000000001168
2136171,160274,1000000000001169
2136218,160288,1000000000001170
2136225,160290,1000000000001171
2136253,154204,1000000000001173
2136263,157188,1000000000001175
2136270,160202,1000000000001176
2111952,156157,1000000000001178
2136355,164188,1000000000001179
2136409,153807,1000000000001180
